witness_ID;text_ID
Paris, Bibliotheque Nationale de France, lat. 8093;Versus de fide ad Avitum episcopum
codex_vestisssimus;Carmen de Christo
Manuscript_carmenchristo_02;Carmen de Christo
Sankt Gallen, StiftsB, 908;Carmina IV
Paris, Bibliotheque nationale de France, nouvel. acq. lat. 2290;Panegyrici II in Aetium
Amiens, Bibliotheque Municipale, 404;Evangeliorum libri IV
Antwerpen, Museum Plantin-Moretus, M 312 (Denuce 62);Evangeliorum libri IV
Berlin, Staatsbibliothek zu berlin, Preussischer Kulturbesitz, Philipps 1824 (Rose 169);Evangeliorum libri IV
Bern, Burgerbilbiothek, 534;Evangeliorum libri IV
Bernkastel-kues, Bibliothek des Sankt Nikolaus-Hospitals, 171, legatura (frg.);Evangeliorum libri IV
Bruxelles, Bibliotheque royale de Belgique, 9964-66 (1179);Evangeliorum libri IV
Cambridge, Corpus Christi College, 304;Evangeliorum libri IV
Cambridge, University Library, Gg 4 42;Evangeliorum libri IV
Cambridge, University Library, Gg 5 35;Evangeliorum libri IV
Charleville-Mezieres, Bibliotheque Municipale, 103;Evangeliorum libri IV
Epinal, Bibliotheque Municipale, 74(161);Evangeliorum libri IV
Firenze , Biblioteca Medicela Laurenziana, San Marco 769;Evangeliorum libri IV
Gdansk, Biblioteka Gdanska polskiej Akademii Nauk, 2396 (Stadtbibliothek, XVII A 66);Evangeliorum libri IV
Grenoble, Bibliotheque Municipale, 859 (195);Evangeliorum libri IV
Karlsruhe, Badische Landesbibliothek, Augiensis perg. 112;Evangeliorum libri IV
Karlsruhe, Badische Landesbibliothek, Augiensis perg. 217 18;Evangeliorum libri IV
Karlsruhe, Badische Landesbibliothek, Augiensis 217.;Evangeliorum libri IV
Klosterneuburg, Bibliothek des Augustiner-Chorher-renstiftes, 1243;Evangeliorum libri IV
Laon, Bibliotheque Municipale, 101;Evangeliorum libri IV
London, British Library, Add. 19723;Evangeliorum libri IV
London, British Library, Harley 3093;Evangeliorum libri IV
London, British Library, Royal 15 A XVI;Evangeliorum libri IV
Madrid, Biblioteca Nacional, 10029;Evangeliorum libri IV
Metz, Bibliotheque Municipale, 519;Evangeliorum libri IV
Milano, Biblioteca Ambrosiana, C 74 sup.;Evangeliorum libri IV
Montecassino, Biblioteca del Monumento Nazionale di Monte Cassino, 326;Evangeliorum libri IV
Montecassino, Biblioteca del Monumento Nazionale di Monte Cassino, 560;Evangeliorum libri IV
Montpellier, Bibliotheque interuniversitaire, Faculte de Medecine, H 362;Evangeliorum libri IV
Munchen, Bayerische Staatsbibliothek, Clm 6402;Evangeliorum libri IV
Munchen, Bayerische Staatsbibliothek, Clm 19453;Evangeliorum libri IV
Munchen, Bayerische Staatsbibliothek, Clm 19454;Evangeliorum libri IV
Munchen, Bayerische Staatsbibliothek, Clm 29334 (fgr) + Clm 18329(PIATTO ANTIORE)+Clm 18532b+Clm 19389;Evangeliorum libri IV
Orleans, Mediatheque de la ville, 295(248 bis);Evangeliorum libri IV
Oxford, Bodleian Library, Barlow 25;Evangeliorum libri IV
Oxford, Bodleian Library, Bodley 527;Evangeliorum libri IV
Paris, Bibliotheque Nationale de France, lat. 9347;Evangeliorum libri IV
Paris, Bibliotheque Nationale de France, lat. 10307;Evangeliorum libri IV
Paris, Bibliotheque Nationale de France, lat. 14758;Evangeliorum libri IV
Paris, Bibliotheque Nationale de France, lat. 18553;Evangeliorum libri IV
Paris, Bibliotheque Sainte-Genevievre, 2410;Evangeliorum libri IV
Saint-Omer, Bibliotheque dAgglomeration de Saint-Omer, 266;Evangeliorum libri IV
Sankt-Gallen, Stiftsbibliothek, 197;Evangeliorum libri IV
Trier, Stadtbibliothek, 169/25;Evangeliorum libri IV
Vaticano, Biblioteca Apostolica Vaticana, Ottob. lat. 35;Evangeliorum libri IV
Vaticano, Biblioteca Apostolica Vaticana, Reg. lat. 333;Evangeliorum libri IV
Vaticano, Biblioteca Apostolica Vaticana, Vat. lat. 5759;Evangeliorum libri IV
Vaticano, Biblioteca Apostolica Vaticana, Vat. lat. 13501;Evangeliorum libri IV
Venezia, Biblioteca Nazionale di San Marco, lat. XII 138 (4390);Evangeliorum libri IV
Wolfenbutell, Herzog-August-Bibliothek, Helmst. 553;Evangeliorum libri IV
Wolfenbutell, Herzog-August-Bibliothek, Gud. lat. 191;Evangeliorum libri IV
Zurich, Zentralbibliothek, C 68 (384);Evangeliorum libri IV
Angers, Bibliotheque Municipale, 148 (140);Evangeliorum libri IV
Leon, Archivio Catedralicio, fragm. 8;Evangeliorum libri IV
Wurzburg, Universitatbibliothek, Mp. th. f. 180;Evangeliorum libri IV
Brescia, Biblioteca Civica Queriana, C VII 15;Evangeliorum libri IV
Dresden, Sasische Landesbibliothek-Staats-und Universitatsbibliothek, A 186;Evangeliorum libri IV
Firenze, Biblioteca Medicea Laurenziana, Plut. 23.15;Evangeliorum libri IV
Firenze, Biblioteca Medicea Laurenziana, Plut. 26.20;Evangeliorum libri IV
Firenze, Biblioteca Medicea Laurenziana, Strozzi 135;Evangeliorum libri IV
Firenze, Biblioteca Nazionale Centrale Conv. Soppr. I 9 35;Evangeliorum libri IV
Firenze, Biblioteca Riccardiana e Moreniana, 409;Evangeliorum libri IV
Firenze, Biblioteca Riccardiana e Moreniana, 438;Evangeliorum libri IV
Gent, Universiteit Gent, Bibliotheek, 17(463);Evangeliorum libri IV
London, British Library, Add. 19744;Evangeliorum libri IV
Madrid, Biblioteca Nacional, 1574;Evangeliorum libri IV
Milano, Biblioteca Ambrosiana, E 57 sup.;Evangeliorum libri IV
Milano, Biblioteca Ambrosiana, H 20 sup.;Evangeliorum libri IV
Milano, Biblioteca Ambrosiana, H 80 sup.;Evangeliorum libri IV
Oxford, Bodleian Library, Lat. th. d. 4;Evangeliorum libri IV
Padova, Archivio e Biblioteca Capitolare, C 74;Evangeliorum libri IV
Paris, Bibliotheque nationale de France, lat. 8321;Evangeliorum libri IV
Roma, Biblioteca Nazionale Centrale Vittorio Emmanuele II, Vittorio Emanuele 952;Evangeliorum libri IV
Vaticano, Biblioteca Apostolica Vaticana, Urb. lat. 665;Evangeliorum libri IV
Vaticano, Biblioteca Apostolica Vaticana, Vat. lat. 5185;Evangeliorum libri IV
Vendome, Bibliotheque Municipale, 165;Evangeliorum libri IV
Volterra, Biblioteca Comunale Guarnacciana, 6150;Evangeliorum libri IV
Escorial, Real Biblioteca del Monasterio de San Lorenzo del Escorial, E I 13;Evangeliorum libri IV
Cambridge, Corpus Christi College, 223;corpus_prudentii
Durham, Cathedral Library (Dean and Chapter Library), B IV 9;corpus_prudentii
Milano, Biblioteca Ambrosiana, D 36 sup.;corpus_prudentii
Vaticano, Biblioteca Apostolica Vaticana, Reg. lat. 321;corpus_prudentii
Paris, Bibliotheque Nationale de France, lat. 8305;corpus_prudentii
Leiden, Bibliotheek der Rijksuniversiteit, Burm. Q 3;corpus_prudentii
Paris, Bibliotheque Nationale de France, lat. 8083;corpus_prudentii
Sankt Gallen, Stiftsbibliothek, 136 (olim 294);corpus_prudentii
Bern, Burgerbibliothek, 264;corpus_prudentii
Montecassino, Biblioteca del Monumento Nazionale di Monte Cassino, 374 (olim 403);corpus_prudentii
Oxford, Oriel College, 3;corpus_prudentii
Cambridge, Corpus Christi College, 23;corpus_prudentii
Vaticano, Biblioteca Apostolica Vaticana, Reg. lat. 2078;corpus_prudentii
Orleans, Bibliotheque Municipale, 307;corpus_prudentii
Manuscript_Praef_Op1;corpus_prudentii
Manuscript_Praef_Op2;corpus_prudentii
Manuscript_Praef_Op3;corpus_prudentii
Manuscript_Praef_Op4;corpus_prudentii
Manuscript_Praef_Op5;corpus_prudentii
Manuscript_Praef_Op6;corpus_prudentii
Manuscript_Praef_Op7;corpus_prudentii
Manuscript_Praef_Op8;corpus_prudentii
Manuscript_Praef_Op9;corpus_prudentii
Manuscript_Praef_Op10;corpus_prudentii
Manuscript_Praef_Op11;corpus_prudentii
Manuscript_Praef_Op12;corpus_prudentii
Manuscript_Praef_Op13;corpus_prudentii
Manuscript_Praef_Op14;corpus_prudentii
Manuscript_Praef_Op15;corpus_prudentii
Manuscript_Praef_Op16;corpus_prudentii
Manuscript_Praef_Op17;corpus_prudentii
Manuscript_Praef_Op18;corpus_prudentii
Manuscript_Praef_Op19;corpus_prudentii
Manuscript_Praef_Op20;corpus_prudentii
Manuscript_Praef_Op21;corpus_prudentii
Manuscript_Praef_Op22;corpus_prudentii
Manuscript_Praef_Op23;corpus_prudentii
Manuscript_Praef_Op24;corpus_prudentii
Manuscript_CorpusP_01;corpus_prudentii
Manuscript_CorpusP_02;corpus_prudentii
Manuscript_CorpusP_03;corpus_prudentii
Manuscript_CorpusP_04;corpus_prudentii
Manuscript_CorpusP_05;corpus_prudentii
Manuscript_CorpusP_06;corpus_prudentii
Manuscript_CorpusP_07;corpus_prudentii
Manuscript_CorpusP_08;corpus_prudentii
Manuscript_CorpusP_09;corpus_prudentii
Manuscript_CorpusP_10;corpus_prudentii
Manuscript_CorpusP_11;corpus_prudentii
Manuscript_CorpusP_12;corpus_prudentii
Manuscript_CorpusP_13;corpus_prudentii
Manuscript_CorpusP_14;corpus_prudentii
Paris, Bibliotheque Nationale de France, lat. 8084;corpus_prudentii
Manuscript_Cathem_01;corpus_prudentii
Manuscript_Cathem_02;corpus_prudentii
Manuscript_Cathem_03;corpus_prudentii
Manuscript_Cathem_04;corpus_prudentii
Manuscript_Cathem_05;corpus_prudentii
Manuscript_Cathem_06;corpus_prudentii
Manuscript_Cathem_07;corpus_prudentii
Manuscript_Cathem_08;corpus_prudentii
Manuscript_Cathem_09;corpus_prudentii
Manuscript_Cathem_10;corpus_prudentii
Manuscript_Cathem_11;corpus_prudentii
Manuscript_Cathem_12;corpus_prudentii
Manuscript_Cathem_13;corpus_prudentii
Manuscript_Cathem_14;corpus_prudentii
Manuscript_Cathem_15;corpus_prudentii
Manuscript_Cathem_16;corpus_prudentii
Manuscript_Cathem_17;corpus_prudentii
Manuscript_Cathem_18;corpus_prudentii
Manuscript_Cathem_19;corpus_prudentii
Manuscript_Cathem_20;corpus_prudentii
Manuscript_Cathem_21;corpus_prudentii
Manuscript_Cathem_22;corpus_prudentii
Manuscript_Cathem_23;corpus_prudentii
Manuscript_Cathem_24;corpus_prudentii
Manuscript_CorpusP_15;corpus_prudentii
Manuscrit_LiberAp_01;corpus_prudentii
Manuscrit_LiberAp_02;corpus_prudentii
Manuscrit_LiberAp_03;corpus_prudentii
Manuscrit_LiberAp_04;corpus_prudentii
Manuscrit_LiberAp_05;corpus_prudentii
Manuscrit_LiberAp_06;corpus_prudentii
Manuscrit_LiberAp_07;corpus_prudentii
Manuscrit_LiberAp_08;corpus_prudentii
Manuscrit_LiberAp_09;corpus_prudentii
Manuscrit_LiberAp_10;corpus_prudentii
Manuscrit_LiberAp_11;corpus_prudentii
Manuscrit_LiberAp_12;corpus_prudentii
Manuscrit_LiberAp_13;corpus_prudentii
Manuscrit_LiberAp_14;corpus_prudentii
Manuscrit_LiberAp_15;corpus_prudentii
Manuscrit_LiberAp_16;corpus_prudentii
Manuscrit_LiberAp_17;corpus_prudentii
Manuscrit_LiberAp_18;corpus_prudentii
Manuscrit_LiberAp_19;corpus_prudentii
Manuscrit_LiberAp_20;corpus_prudentii
Manuscrit_LiberAp_21;corpus_prudentii
Manuscrit_LiberAp_22;corpus_prudentii
Manuscrit_LiberAp_23;corpus_prudentii
Manuscrit_LiberAp_24;corpus_prudentii
Manuscript_Hamartigenia_01;corpus_prudentii
Manuscript_Hamartigenia_02;corpus_prudentii
Manuscript_Hamartigenia_03;corpus_prudentii
Manuscript_Hamartigenia_04;corpus_prudentii
Manuscript_Hamartigenia_05;corpus_prudentii
Manuscript_Hamartigenia_06;corpus_prudentii
Manuscript_Hamartigenia_07;corpus_prudentii
Manuscript_Hamartigenia_08;corpus_prudentii
Manuscript_Hamartigenia_09;corpus_prudentii
Manuscript_Hamartigenia_10;corpus_prudentii
Manuscript_Hamartigenia_11;corpus_prudentii
Manuscript_Hamartigenia_12;corpus_prudentii
Manuscript_Hamartigenia_13;corpus_prudentii
Manuscript_Hamartigenia_14;corpus_prudentii
Manuscript_Hamartigenia_15;corpus_prudentii
Manuscript_Hamartigenia_16;corpus_prudentii
Manuscript_Hamartigenia_17;corpus_prudentii
Manuscript_Hamartigenia_18;corpus_prudentii
Manuscript_Hamartigenia_19;corpus_prudentii
Manuscript_Hamartigenia_20;corpus_prudentii
Manuscript_Hamartigenia_21;corpus_prudentii
Manuscript_Hamartigenia_22;corpus_prudentii
Manuscript_Hamartigenia_23;corpus_prudentii
Manuscript_Hamartigenia_24;corpus_prudentii
Manuscript_ConSymm_01;corpus_prudentii
Manuscript_ConSymm_02;corpus_prudentii
Manuscript_ConSymm_03;corpus_prudentii
Manuscript_ConSymm_04;corpus_prudentii
Manuscript_ConSymm_05;corpus_prudentii
Manuscript_ConSymm_06;corpus_prudentii
Manuscript_ConSymm_07;corpus_prudentii
Manuscript_ConSymm_08;corpus_prudentii
Manuscript_ConSymm_09;corpus_prudentii
Manuscript_ConSymm_10;corpus_prudentii
Manuscript_ConSymm_11;corpus_prudentii
Manuscript_ConSymm_12;corpus_prudentii
Manuscript_ConSymm_13;corpus_prudentii
Manuscript_ConSymm_14;corpus_prudentii
Manuscript_ConSymm_15;corpus_prudentii
Manuscript_ConSymm_16;corpus_prudentii
Manuscript_ConSymm_17;corpus_prudentii
Manuscript_ConSymm_18;corpus_prudentii
Manuscript_ConSymm_19;corpus_prudentii
Manuscript_ConSymm_20;corpus_prudentii
Manuscript_ConSymm_21;corpus_prudentii
Manuscript_ConSymm_22;corpus_prudentii
Manuscript_ConSymm_23;corpus_prudentii
Manuscript_ConSymm_24;corpus_prudentii
Manuscript_Perist_01;corpus_prudentii
Manuscript_Perist_02;corpus_prudentii
Manuscript_Perist_03;corpus_prudentii
Manuscript_Perist_04;corpus_prudentii
Manuscript_Perist_05;corpus_prudentii
Manuscript_Perist_06;corpus_prudentii
Manuscript_Perist_07;corpus_prudentii
Manuscript_Perist_08;corpus_prudentii
Manuscript_Perist_09;corpus_prudentii
Manuscript_Perist_10;corpus_prudentii
Manuscript_Perist_11;corpus_prudentii
Manuscript_Perist_12;corpus_prudentii
Manuscript_Perist_13;corpus_prudentii
Manuscript_Perist_14;corpus_prudentii
Manuscript_Perist_15;corpus_prudentii
Manuscript_Perist_16;corpus_prudentii
Manuscript_Perist_17;corpus_prudentii
Manuscript_Perist_18;corpus_prudentii
Manuscript_Perist_19;corpus_prudentii
Manuscript_Perist_20;corpus_prudentii
Manuscript_Perist_21;corpus_prudentii
Manuscript_Perist_22;corpus_prudentii
Manuscript_Perist_23;corpus_prudentii
Manuscript_Perist_24;corpus_prudentii
Manuscript_Ditto_01;corpus_prudentii
Manuscript_Ditto_02;corpus_prudentii
Manuscript_Ditto_03;corpus_prudentii
Manuscript_Ditto_04;corpus_prudentii
Manuscript_Ditto_05;corpus_prudentii
Manuscript_Ditto_06;corpus_prudentii
Manuscript_Ditto_07;corpus_prudentii
Manuscript_Ditto_08;corpus_prudentii
Manuscript_Ditto_09;corpus_prudentii
Manuscript_Ditto_10;corpus_prudentii
Manuscript_Ditto_11;corpus_prudentii
Manuscript_Ditto_12;corpus_prudentii
Manuscript_Ditto_13;corpus_prudentii
Manuscript_Ditto_14;corpus_prudentii
Manuscript_Ditto_15;corpus_prudentii
Manuscript_Ditto_16;corpus_prudentii
Manuscript_Ditto_17;corpus_prudentii
Manuscript_Ditto_18;corpus_prudentii
Manuscript_Ditto_19;corpus_prudentii
Manuscript_Ditto_20;corpus_prudentii
Manuscript_Ditto_21;corpus_prudentii
Manuscript_Ditto_22;corpus_prudentii
Manuscript_Ditto_23;corpus_prudentii
Manuscript_Ditto_24;corpus_prudentii
Manuscript_Deopusc_01;corpus_prudentii
Manuscript_Deopusc_02;corpus_prudentii
Manuscript_Deopusc_03;corpus_prudentii
Manuscript_Deopusc_04;corpus_prudentii
Manuscript_Deopusc_05;corpus_prudentii
Manuscript_Deopusc_06;corpus_prudentii
Manuscript_Deopusc_07;corpus_prudentii
Manuscript_Deopusc_08;corpus_prudentii
Manuscript_Deopusc_09;corpus_prudentii
Manuscript_Deopusc_10;corpus_prudentii
Manuscript_Deopusc_11;corpus_prudentii
Manuscript_Deopusc_12;corpus_prudentii
Manuscript_Deopusc_13;corpus_prudentii
Manuscript_Deopusc_14;corpus_prudentii
Manuscript_Deopusc_15;corpus_prudentii
Manuscript_Deopusc_16;corpus_prudentii
Manuscript_Deopusc_17;corpus_prudentii
Manuscript_Deopusc_18;corpus_prudentii
Manuscript_Deopusc_19;corpus_prudentii
Manuscript_Deopusc_20;corpus_prudentii
Manuscript_Deopusc_21;corpus_prudentii
Manuscript_Deopusc_22;corpus_prudentii
Manuscript_Deopusc_23;corpus_prudentii
Manuscript_Deopusc_24;corpus_prudentii
Manuscript_Psycho_01;corpus_prudentii
Manuscript_Psycho_02;corpus_prudentii
Manuscript_Psycho_03;corpus_prudentii
Manuscript_Psycho_04;corpus_prudentii
Manuscript_Psycho_05;corpus_prudentii
Manuscript_Psycho_06;corpus_prudentii
Manuscript_Psycho_07;corpus_prudentii
Manuscript_Psycho_08;corpus_prudentii
Manuscript_Psycho_09;corpus_prudentii
Manuscript_Psycho_10;corpus_prudentii
Manuscript_Psycho_11;corpus_prudentii
Manuscript_Psycho_12;corpus_prudentii
Manuscript_Psycho_13;corpus_prudentii
Manuscript_Psycho_14;corpus_prudentii
Manuscript_Psycho_15;corpus_prudentii
Manuscript_Psycho_16;corpus_prudentii
Manuscript_Psycho_17;corpus_prudentii
Manuscript_Psycho_18;corpus_prudentii
Manuscript_Psycho_19;corpus_prudentii
Manuscript_Psycho_20;corpus_prudentii
Manuscript_Psycho_21;corpus_prudentii
Manuscript_Psycho_22;corpus_prudentii
Manuscript_Psycho_23;corpus_prudentii
Manuscript_Psycho_24;corpus_prudentii
Manuscript_Psycho_25;corpus_prudentii
Manuscript_Psycho_26;corpus_prudentii
Manuscript_Psycho_27;corpus_prudentii
Manuscript_Psycho_28;corpus_prudentii
Manuscript_Psycho_29;corpus_prudentii
Manuscript_Psycho_30;corpus_prudentii
Manuscript_Psycho_31;corpus_prudentii
Manuscript_Psycho_32;corpus_prudentii
Manuscript_Psycho_33;corpus_prudentii
Manuscript_Psycho_34;corpus_prudentii
Manuscript_Psycho_35;corpus_prudentii
Manuscript_Psycho_36;corpus_prudentii
Manuscript_Psycho_37;corpus_prudentii
Manuscript_Psycho_38;corpus_prudentii
Manuscript_Psycho_39;corpus_prudentii
Manuscript_Psycho_40;corpus_prudentii
Manuscript_Psycho_41;corpus_prudentii
Manuscript_Psycho_42;corpus_prudentii
Manuscript_Psycho_43;corpus_prudentii
Manuscript_Psycho_44;corpus_prudentii
Manuscript_Psycho_45;corpus_prudentii
Manuscript_Psycho_46;corpus_prudentii
Manuscript_Psycho_47;corpus_prudentii
Manuscript_Psycho_48;corpus_prudentii
Manuscript_Psycho_49;corpus_prudentii
Manuscript_Psycho_50;corpus_prudentii
Manuscript_Psycho_51;corpus_prudentii
Manuscript_Psycho_52;corpus_prudentii
Manuscript_Psycho_53;corpus_prudentii
Manuscript_Psycho_54;corpus_prudentii
Manuscript_Psycho_55;corpus_prudentii
Manuscript_Psycho_56;corpus_prudentii
Manuscript_Psycho_57;corpus_prudentii
Manuscript_Psycho_58;corpus_prudentii
Manuscript_Psycho_59;corpus_prudentii
Manuscript_Psycho_60;corpus_prudentii
Paris, B, Arsenal, 483;corpus_prudentii
Paris, Bibliotheque Nationale de France, nouv. acqu. lat. 1405;Epistula ad Palchonium episcopium Bracarensem de reliquiis s. Stephani, una cum versione latina Luciani epistulae de inuentione corporis s. Stephani martyris
Paris, Bibliotheque Nationale de France,  lat. 5306;Epistula ad Palchonium episcopium Bracarensem de reliquiis s. Stephani, una cum versione latina Luciani epistulae de inuentione corporis s. Stephani martyris
Edition of Mombrizio, Sanctuarium;Epistula ad Palchonium episcopium Bracarensem de reliquiis s. Stephani, una cum versione latina Luciani epistulae de inuentione corporis s. Stephani martyris
Bruxelles Bibliotheque royale de Belgique, 64;Epistula ad Palchonium episcopium Bracarensem de reliquiis s. Stephani, una cum versione latina Luciani epistulae de inuentione corporis s. Stephani martyris
Bruxelles Bibliotheque royale de Belgique, 98-100;Epistula ad Palchonium episcopium Bracarensem de reliquiis s. Stephani, una cum versione latina Luciani epistulae de inuentione corporis s. Stephani martyris
Namur, Musee archeologique de la province de Namur, 2;Epistula ad Palchonium episcopium Bracarensem de reliquiis s. Stephani, una cum versione latina Luciani epistulae de inuentione corporis s. Stephani martyris
Liege, Bibliotheque universitaire, 210;Epistula ad Palchonium episcopium Bracarensem de reliquiis s. Stephani, una cum versione latina Luciani epistulae de inuentione corporis s. Stephani martyris
Paris, Bibliotheque Nationale de France, lat. 1646;Epistula ad Palchonium episcopium Bracarensem de reliquiis s. Stephani, una cum versione latina Luciani epistulae de inuentione corporis s. Stephani martyris
Douai, Bibliotheque Municipale, 867;Epistula ad Palchonium episcopium Bracarensem de reliquiis s. Stephani, una cum versione latina Luciani epistulae de inuentione corporis s. Stephani martyris
Paris, Bibliotheque Nationale de France,  lat.13761;Epistula ad Palchonium episcopium Bracarensem de reliquiis s. Stephani, una cum versione latina Luciani epistulae de inuentione corporis s. Stephani martyris
Paris, Bibliotheque Nationale de France, lat. 3789;Epistula ad Palchonium episcopium Bracarensem de reliquiis s. Stephani, una cum versione latina Luciani epistulae de inuentione corporis s. Stephani martyris
Paris, Bibliotheque Nationale de France,  lat. 3822;Epistula ad Palchonium episcopium Bracarensem de reliquiis s. Stephani, una cum versione latina Luciani epistulae de inuentione corporis s. Stephani martyris
Bruxelles, Bibliotheque royale de Belgique, II 1181;Epistula ad Palchonium episcopium Bracarensem de reliquiis s. Stephani, una cum versione latina Luciani epistulae de inuentione corporis s. Stephani martyris
Paris, Bibliotheque Nationale de France, lat. 12600;Epistula ad Palchonium episcopium Bracarensem de reliquiis s. Stephani, una cum versione latina Luciani epistulae de inuentione corporis s. Stephani martyris
Bruxelles, Bibliotheque royale de Belgique, II 2310;Epistula ad Palchonium episcopium Bracarensem de reliquiis s. Stephani, una cum versione latina Luciani epistulae de inuentione corporis s. Stephani martyris
Bruxelles, Bibliotheque royale de Belgique, 982;Epistula ad Palchonium episcopium Bracarensem de reliquiis s. Stephani, una cum versione latina Luciani epistulae de inuentione corporis s. Stephani martyris
Paris, Bibliotheque Nationale de France, lat. 2873 A;Epistula ad Palchonium episcopium Bracarensem de reliquiis s. Stephani, una cum versione latina Luciani epistulae de inuentione corporis s. Stephani martyris
Bruxelles, Bibliotheque Royale de Belgique, 9742;Epistula ad Palchonium episcopium Bracarensem de reliquiis s. Stephani, una cum versione latina Luciani epistulae de inuentione corporis s. Stephani martyris
Namur, Bibliotheque du Grand Seminaire, 45;Epistula ad Palchonium episcopium Bracarensem de reliquiis s. Stephani, una cum versione latina Luciani epistulae de inuentione corporis s. Stephani martyris
